voltage,current,temperature,cycle_count,capacity,soh
3.5124,1.8381,30.8005,42,1.6324,88.0
3.5082,1.8298,30.6162,43,1.6164,87.14
3.5086,1.8212,30.3998,44,1.6109,86.84
3.5052,1.8201,30.3839,45,1.5955,86.01
3.5232,1.8953,30.5762,46,1.7267,93.08
3.5273,1.8869,30.7059,47,1.7166,92.54
3.5268,1.8789,30.6258,48,1.6958,91.42
3.523,1.8706,30.5974,49,1.6778,90.45
3.5198,1.8563,30.5285,50,1.6607,89.52
3.5251,1.8626,31.2038,51,1.6664,89.83
3.5185,1.8608,31.1726,52,1.6468,88.78
3.5191,1.8387,30.9683,53,1.6258,87.64
3.5114,1.844,30.8217,54,1.6122,86.91
3.5108,1.8364,30.7652,55,1.6057,86.56
3.5143,1.8648,30.81,56,1.6736,90.22
3.5197,1.8574,31.039,57,1.6404,88.43
3.5124,1.8485,31.0418,58,1.6133,86.97
3.5078,1.8393,30.9598,59,1.5921,85.83
3.5077,1.8305,30.8435,60,1.5866,85.53
3.5075,1.8293,30.7972,61,1.5801,85.18
3.5024,1.828,30.9844,62,1.5642,84.32
3.5037,1.8189,30.9679,63,1.5556,83.86
3.499,1.8173,30.9766,64,1.5402,83.03
3.4954,1.8159,30.8977,65,1.5322,82.6
3.4945,1.8222,30.8157,66,1.5316,82.57
3.4963,1.8131,30.7262,67,1.5223,82.06
3.4877,1.8046,30.7682,68,1.5065,81.21
3.4865,1.8101,30.7754,69,1.5014,80.94
3.4823,1.8092,30.7618,70,1.4964,80.67
3.4918,1.8277,30.9137,71,1.5334,82.66
3.494,1.8181,31.2282,72,1.5238,82.15
3.4844,1.8087,31.2617,73,1.5012,80.93
3.4859,1.8069,31.1841,74,1.4924,80.45
3.4843,1.8051,31.0014,75,1.4833,79.96
3.483,1.8119,30.9814,76,1.4807,79.82
3.4838,1.8023,31.0887,77,1.4735,79.43
3.4788,1.8094,31.3364,78,1.468,79.14
3.4752,1.8002,31.226,79,1.4581,78.6
3.4707,1.7983,31.0373,80,1.4479,78.05
3.4746,1.8059,30.8113,81,1.4528,78.32
3.4741,1.796,30.9322,82,1.4425,77.76
3.4751,1.7951,31.2155,83,1.4393,77.59
3.4724,1.7942,31.4008,84,1.4286,77.02
3.4718,1.7843,31.2592,85,1.4249,76.81
3.4745,1.8138,31.1347,86,1.4698,79.23
3.4717,1.8111,31.2469,87,1.4526,78.31
3.4714,1.8008,31.0276,88,1.4428,77.78
3.4626,1.7987,30.9319,89,1.4284,77.0
3.4661,1.7805,30.6671,90,1.4155,76.3
3.4731,1.8168,31.2268,91,1.4546,78.41
3.4669,1.7982,31.3877,92,1.4283,77.0
3.4653,1.7966,31.5057,93,1.4197,76.53
3.4639,1.7955,31.5462,94,1.4156,76.31
3.4578,1.7939,31.39,95,1.4057,75.78
3.4598,1.8015,31.3854,96,1.4084,75.93
3.458,1.7916,31.4237,97,1.3969,75.3
3.4614,1.7819,31.4354,98,1.3936,75.12
3.4611,1.7798,31.5424,99,1.3894,74.9
3.4556,1.7858,31.5267,100,1.3786,74.32
3.4596,1.7785,31.4359,101,1.3849,74.66
3.4507,1.778,31.4752,102,1.3703,73.87
3.4555,1.7766,31.5817,103,1.3733,74.03
3.4558,1.7755,31.648,104,1.3679,73.74
3.4487,1.7744,31.662,105,1.3567,73.14
3.4745,1.8198,30.4345,106,1.4604,78.73
3.474,1.8099,31.018,107,1.4501,78.17
3.4744,1.7995,31.3948,108,1.4381,77.53
3.4718,1.796,31.2451,109,1.4284,77.0
3.4685,1.7958,31.0531,110,1.4148,76.27
3.4651,1.7931,30.8859,111,1.4139,76.22
3.4653,1.7845,31.054,112,1.3989,75.41
3.4618,1.7936,31.4928,113,1.3953,75.22
3.4633,1.7922,31.9383,114,1.39,74.93
3.4628,1.7811,31.7456,115,1.386,74.72
3.4569,1.7991,31.3102,116,1.3882,74.84
3.4575,1.7874,31.1274,117,1.3762,74.19
3.4502,1.7864,30.9856,118,1.3647,73.57
3.4487,1.7851,30.8997,119,1.359,73.26
3.4446,1.7785,30.7061,120,1.3462,72.57
3.4673,1.8099,30.4712,121,1.4268,76.92
3.4645,1.7898,30.9392,122,1.4064,75.82
3.4597,1.7971,31.1116,123,1.3935,75.12
3.4622,1.7863,31.0379,124,1.3882,74.84
3.4556,1.7843,30.968,125,1.3702,73.86
3.4587,1.7847,30.94,126,1.3797,74.38
3.4525,1.7926,31.295,127,1.3687,73.78
3.4552,1.7828,31.8185,128,1.3627,73.46
3.462,1.7727,32.0007,129,1.3634,73.5
3.4522,1.77,31.7399,130,1.3519,72.88
3.4477,1.7886,31.5261,131,1.3548,73.03
3.4479,1.7779,31.2762,132,1.3411,72.29
3.4001,1.0683,33.1328,1,1.847,99.89
3.4067,1.0688,32.8483,2,1.8486,99.98
3.4078,1.0722,33.073,3,1.8471,99.9
3.4257,1.0702,33.1284,4,1.849,100.0
3.4102,1.0699,33.2007,5,1.837,99.35
3.3957,1.0613,32.803,6,1.8175,98.3
3.3988,1.0705,32.7066,7,1.8399,99.51
3.4108,1.0678,32.8877,8,1.8431,99.68
3.4362,1.0623,32.8505,9,1.8402,99.52
3.4299,1.0623,33.2134,10,1.8281,98.87
3.4062,1.0623,32.5479,11,1.8254,98.72
3.4314,1.0596,32.9557,12,1.8214,98.51
3.4372,1.0602,33.3126,13,1.8303,98.99
3.435,1.0604,33.2764,14,1.8175,98.3
3.4359,1.0605,33.1305,15,1.8109,97.94
3.4372,1.061,33.2625,16,1.8083,97.8
3.3887,1.0621,33.4559,17,1.7928,96.96
3.3998,1.0654,33.3592,18,1.8126,98.03
3.4093,1.0645,33.1991,19,1.8078,97.77
3.4133,1.0648,33.1092,20,1.8048,97.61
3.4183,1.0651,32.873,21,1.8005,97.38
3.4228,1.0619,32.8903,22,1.7942,97.04
3.4103,1.0591,32.0701,23,1.8074,97.75
3.4105,1.0631,32.1835,24,1.7903,96.82
3.4208,1.0636,32.134,25,1.7961,97.14
3.427,1.0646,32.1973,26,1.7912,96.88
3.4343,1.0612,32.1287,27,1.7855,96.57
3.3799,1.0617,32.1668,28,1.7678,95.61
3.4049,1.0497,32.7645,1,1.8133,99.82
3.4186,1.0503,32.5606,2,1.815,99.91
3.4453,1.0476,32.7095,3,1.8135,99.84
3.4282,1.0513,32.894,4,1.8151,99.92
3.4339,1.0514,32.8885,5,1.8143,99.88
3.2987,0.8179,31.6089,6,1.3863,76.32
3.3957,1.0514,32.491,7,1.8165,100.0
3.4209,1.0491,32.6342,8,1.8086,99.56
3.429,1.0493,32.6467,9,1.8049,99.36
3.4423,1.0431,32.9534,10,1.8049,99.36
3.3917,1.0024,32.1412,11,1.7177,94.56
3.4331,1.0466,32.735,12,1.8098,99.63
3.4446,1.047,33.0777,13,1.8066,99.45
3.4351,1.0472,33.0675,14,1.7938,98.75
3.4457,1.0477,32.9027,15,1.7993,99.05
3.4449,1.0479,33.0414,16,1.7842,98.22
3.3484,0.9984,33.2892,17,1.6819,92.59
3.4116,1.0522,33.3183,18,1.8008,99.13
3.4077,1.0585,33.2455,19,1.796,98.87
3.417,1.0587,33.1938,20,1.7931,98.71
3.4279,1.0592,32.9504,21,1.801,99.15
3.4504,1.0489,32.9814,22,1.7825,98.12
3.4244,1.0527,32.2856,23,1.7959,98.87
3.4199,1.0566,32.4099,24,1.7783,97.9
3.4304,1.0567,32.3951,25,1.7717,97.53
3.4416,1.0575,32.4806,26,1.7791,97.94
3.4489,1.0538,32.3983,27,1.7733,97.62
3.368,1.0622,32.5317,28,1.7688,97.37
3.4156,1.0486,33.5315,1,1.8233,100.0
3.4051,1.0494,33.7681,2,1.8142,99.5
3.4257,1.0467,34.0575,3,1.8129,99.43
3.4202,1.0505,34.3431,4,1.8144,99.51
3.4181,1.0501,34.3901,5,1.8128,99.42
3.3978,1.048,34.1621,6,1.7946,98.43
3.3984,1.0576,33.6512,7,1.8165,99.63
3.4114,1.0551,33.9932,8,1.8198,99.81
3.4078,1.0556,34.1211,9,1.817,99.65
3.4031,1.0557,34.5215,10,1.8048,98.98
3.3867,1.056,33.9188,11,1.8022,98.84
3.414,1.0532,34.2038,12,1.8101,99.27
3.3945,1.0604,34.4862,13,1.8192,99.77
3.4204,1.0541,34.4014,14,1.8063,99.07
3.4019,1.0613,34.315,15,1.812,99.38
3.4076,1.0617,34.4505,16,1.8092,99.23
3.3774,1.0625,34.7415,17,1.7821,97.74
3.3772,1.0667,34.663,18,1.8146,99.52
3.3907,1.0659,34.4764,19,1.8092,99.22
3.394,1.0663,34.4577,20,1.8066,99.08
3.3953,1.0669,34.2764,21,1.8024,98.85
3.4105,1.0637,34.3529,22,1.7964,98.53
3.4006,1.0597,33.6481,23,1.8088,99.2
3.4039,1.0641,33.7508,24,1.7916,98.26
3.4142,1.0647,33.7204,25,1.7853,97.92
3.4231,1.0656,33.812,26,1.7932,98.35
3.4024,1.0691,33.7968,27,1.7873,98.03
3.3634,1.0702,33.9204,28,1.7701,97.08
3.6765,0.9972,30.2611,1,1.8047,99.99
3.6779,0.9971,30.0232,2,1.8048,100.0
3.6815,0.9972,30.2167,3,1.7976,99.6
3.682,0.9974,30.3636,4,1.793,99.35
3.6822,0.9976,30.3837,5,1.7919,99.29
3.6731,0.9969,30.1515,6,1.775,98.35
3.6822,0.9966,29.9429,7,1.792,99.29
3.6829,0.9976,30.1597,8,1.7905,99.21
3.6831,0.9973,30.185,9,1.7868,99.01
3.6823,0.9978,30.5574,10,1.7872,99.02
3.6779,0.9973,29.8781,11,1.7816,98.72
3.681,0.9974,30.3295,12,1.785,98.91
3.6821,0.9972,30.6781,13,1.7804,98.65
3.6812,0.9979,30.6175,14,1.7789,98.57
3.6809,0.9978,30.4769,15,1.7738,98.29
3.6816,0.9977,30.5985,16,1.7697,98.06
3.6751,0.9973,31.1002,17,1.7409,96.46
3.6846,0.9971,30.9382,18,1.7648,97.79
3.6833,0.9972,30.7796,19,1.7618,97.62
3.683,0.9971,30.7096,20,1.7577,97.39
3.6825,0.9967,30.4771,21,1.7519,97.07
3.6803,0.997,30.5493,22,1.7521,97.08
3.6791,0.9972,29.8581,23,1.7598,97.51
3.6809,0.9975,29.9275,24,1.7483,96.87
3.6814,0.9975,29.8873,25,1.7411,96.47
3.6806,0.9975,29.9746,26,1.7364,96.21
3.6777,0.9975,29.9288,27,1.7366,96.22
3.6745,0.9973,30.0298,28,1.7172,95.15
3.3652,3.9754,51.6315,1,1.6975,92.02
3.3906,3.9343,52.8494,2,1.8447,100.0
3.3945,3.9333,52.9059,3,1.8254,98.96
3.3947,3.9321,52.9044,4,1.8158,98.43
3.3986,3.9316,52.8753,5,1.8133,98.3
3.397,3.9765,52.7627,6,1.8152,98.4
3.4017,3.9532,52.7884,7,1.8143,98.35
3.4008,3.9521,52.7842,8,1.8013,97.65
3.4031,3.9516,52.7517,9,1.7882,96.93
3.4052,3.9515,52.7506,10,1.7761,96.28
3.397,3.9742,52.7619,11,1.7853,96.78
3.3978,3.9494,52.8103,12,1.7698,95.94
3.3977,3.9488,52.8036,13,1.7565,95.22
3.4004,3.9482,52.7743,14,1.7543,95.1
3.3951,3.9467,52.8043,15,1.7393,94.29
3.3952,3.9737,52.7212,16,1.7798,96.48
3.4009,3.9243,52.7657,17,1.7657,95.72
3.3991,3.9226,52.8016,18,1.7524,95.0
3.4005,3.922,52.7634,19,1.738,94.22
3.3975,3.9206,52.7937,20,1.7312,93.85
3.3916,3.9453,52.7574,21,1.7379,94.21
3.4006,3.8959,52.8666,22,1.7224,93.37
3.3938,3.9179,52.8824,23,1.7184,93.15
3.3991,3.893,52.8917,24,1.701,92.21
3.3965,3.891,52.8628,25,1.6937,91.81
3.3953,3.8931,52.8551,26,1.7131,92.86
3.3972,3.8907,52.8456,27,1.6977,92.03
3.3898,3.888,52.8215,28,1.6899,91.61
3.3968,3.8881,52.8158,29,1.685,91.34
3.3957,3.8868,52.8052,30,1.6784,90.98
3.3892,3.8857,52.8031,31,1.6738,90.74
3.394,3.8585,52.8576,32,1.6688,90.46
3.3907,3.8566,52.8564,33,1.6493,89.41
3.3912,3.8555,52.8821,34,1.641,88.96
3.3923,3.8556,52.8712,35,1.6456,89.21
3.3841,3.8549,52.895,36,1.6545,89.69
3.3935,3.828,52.9058,37,1.6461,89.24
3.3886,3.8519,52.8505,38,1.6275,88.23
3.3877,3.851,52.9332,39,1.6201,87.82
3.385,3.8494,52.9192,40,1.6121,87.39
3.3464,3.8811,52.4506,1,1.6561,92.96
3.3781,3.7839,54.1132,2,1.7816,100.0
3.3819,3.78,54.1578,3,1.762,98.9
3.3804,3.7772,54.212,4,1.7518,98.33
3.3832,3.7744,54.1984,5,1.7382,97.56
3.3741,3.8402,54.1416,6,1.7507,98.27
3.3806,3.8162,54.2117,7,1.7491,98.18
3.3871,3.7906,54.1863,8,1.7253,96.84
3.3879,3.7879,54.1536,9,1.7113,96.05
3.3884,3.7852,54.1682,10,1.699,95.37
3.383,3.8088,54.2206,11,1.7186,96.47
3.3872,3.7838,54.244,12,1.7032,95.6
3.388,3.781,54.2415,13,1.6895,94.83
3.3908,3.7778,54.1837,14,1.6756,94.05
3.3859,3.7765,54.2289,15,1.6718,93.84
3.3755,3.852,54.1587,16,1.7233,96.73
3.3816,3.8026,54.2428,17,1.7092,95.94
3.3864,3.7748,54.266,18,1.684,94.52
3.3872,3.7717,54.2416,19,1.669,93.68
3.3813,3.7702,54.3228,20,1.6621,93.29
3.3856,3.7703,54.2757,21,1.6687,93.67
3.3888,3.7429,54.3465,22,1.6528,92.77
3.3909,3.7394,54.3696,23,1.6485,92.53
3.3873,3.7376,54.381,24,1.6307,91.53
3.3881,3.7357,54.3662,25,1.6232,91.11
3.3873,3.7374,54.3608,26,1.6542,92.85
3.3916,3.7338,54.3291,27,1.6385,91.97
3.3845,3.7319,54.3508,28,1.6188,90.87
3.3883,3.7279,54.3057,29,1.6134,90.56
3.39,3.7259,54.3118,30,1.6066,90.18
3.3864,3.7258,54.3169,31,1.6138,90.59
3.383,3.7235,54.376,32,1.5963,89.6
3.381,3.721,54.4092,33,1.5891,89.2
3.3813,3.7189,54.4312,34,1.5805,88.72
3.3871,3.7178,54.4254,35,1.5846,88.95
3.3827,3.7197,54.4088,36,1.5937,89.45
3.3896,3.6896,54.4228,37,1.585,88.97
3.3857,3.7134,54.3875,38,1.5787,88.61
3.387,3.7113,54.4525,39,1.5707,88.16
3.3871,3.7092,54.4111,40,1.5628,87.72
3.373,3.8334,52.655,1,1.6667,90.93
3.4107,3.8451,53.9723,2,1.8329,100.0
3.4117,3.8651,53.9911,3,1.814,98.97
3.4141,3.8638,53.9966,4,1.8044,98.45
3.4127,3.885,53.9543,5,1.8021,98.32
3.3963,3.8381,53.9733,6,1.7716,96.66
3.4201,3.906,53.8899,7,1.814,98.97
3.42,3.9054,53.8726,8,1.8013,98.28
3.4177,3.928,53.8189,9,1.7884,97.57
3.4205,3.9275,53.8203,10,1.7765,96.93
3.4123,3.9272,53.8211,11,1.7856,97.42
3.4209,3.9269,53.8179,12,1.7814,97.19
3.4217,3.9265,53.8019,13,1.7685,96.49
3.4237,3.9258,53.7588,14,1.7665,96.38
3.421,3.9256,53.7885,15,1.7517,95.57
3.401,3.8526,53.8369,16,1.7352,94.67
3.4216,3.9258,53.7734,17,1.7783,97.02
3.4206,3.925,53.7739,18,1.765,96.3
3.4226,3.9245,53.7547,19,1.7626,96.17
3.4201,3.9241,53.7667,20,1.7443,95.17
3.42,3.9244,53.7317,21,1.7628,96.18
3.4203,3.924,53.7793,22,1.7479,95.36
3.4229,3.9233,53.7794,23,1.7441,95.16
3.4198,3.9229,53.7498,24,1.7268,94.22
3.4195,3.9227,53.7557,25,1.7203,93.86
3.4146,3.923,53.7543,26,1.7394,94.9
3.4249,3.9227,53.7114,27,1.7367,94.76
3.421,3.9221,53.6934,28,1.717,93.68
3.4245,3.9214,53.6196,29,1.7128,93.45
3.4232,3.9211,53.6336,30,1.7061,93.08
3.4218,3.9209,53.643,31,1.7137,93.5
3.4201,3.9208,53.6402,32,1.7093,93.26
3.4182,3.9203,53.6537,33,1.6901,92.21
3.419,3.9197,53.6536,34,1.6947,92.46
3.42,3.9197,53.6478,35,1.687,92.04
3.4155,3.9197,53.6547,36,1.6957,92.52
3.4189,3.9194,53.661,37,1.6877,92.08
3.4234,3.9187,53.5987,38,1.682,91.77
3.4227,3.9185,53.6289,39,1.675,91.39
3.4228,3.9182,53.6138,40,1.6673,90.97
3.3136,3.895,52.1481,1,1.7049,90.01
3.3609,3.9467,53.4986,2,1.894,100.0
3.3628,3.946,53.5636,3,1.8748,98.98
3.3621,3.9454,53.6365,4,1.8655,98.49
3.3624,3.9451,53.6682,5,1.8527,97.82
3.3539,3.9442,53.7851,6,1.8442,97.37
3.3599,3.9441,53.8037,7,1.843,97.31
3.3589,3.9434,53.8609,8,1.8303,96.63
3.3601,3.9432,53.8694,9,1.8174,95.95
3.3601,3.9428,53.9192,10,1.8058,95.34
3.3551,3.9427,54.0474,11,1.815,95.83
3.3593,3.9185,54.0743,12,1.7995,95.01
3.3586,3.9178,54.132,13,1.7867,94.33
3.3591,3.917,54.1706,14,1.7736,93.64
3.3579,3.9166,54.2303,15,1.77,93.45
3.3464,3.9412,54.3446,16,1.7995,95.01
3.3535,3.9169,54.3402,17,1.7969,94.87
3.3539,3.9161,54.3838,18,1.7838,94.18
3.352,3.9151,54.4422,19,1.7696,93.43
3.3561,3.8894,54.4779,20,1.7513,92.46
3.3486,3.9146,54.5229,21,1.7698,93.44
3.3509,3.8887,54.6374,22,1.7548,92.65
3.3519,3.8874,54.6268,23,1.7389,91.81
3.3493,3.8868,54.6431,24,1.7337,91.54
3.3512,3.8601,54.7058,25,1.7151,90.55
3.3435,3.8867,54.7363,26,1.7463,92.2
3.3521,3.8594,54.729,27,1.7191,90.77
3.35,3.8585,54.7359,28,1.7116,90.37
3.3468,3.8567,54.7354,29,1.6951,89.5
3.3446,3.8828,54.7487,30,1.7005,89.78
3.3426,3.8826,54.7875,31,1.7081,90.18
3.3473,3.855,54.7814,32,1.6914,89.3
3.3454,3.8541,54.7844,33,1.6844,88.93
3.3466,3.8255,54.845,34,1.664,87.86
3.343,3.8522,54.8441,35,1.6686,88.1
3.3374,3.8529,54.9168,36,1.6899,89.22
3.3435,3.8244,54.9043,37,1.6694,88.14
3.3407,3.8501,54.853,38,1.6634,87.82
3.3456,3.821,54.8701,39,1.6436,86.78
3.3398,3.8197,54.9152,40,1.6358,86.37
3.718,0.811,32.8233,1,0.6896,36.58
3.5247,1.3467,35.7933,2,1.1611,61.59
3.4892,1.4666,36.3827,3,1.2529,66.46
3.4704,1.5285,36.459,4,1.3029,69.12
3.454,1.5666,36.2798,5,1.3219,70.12
3.4578,1.5273,36.1655,6,1.2885,68.35
3.2093,2.0814,39.9365,7,1.7132,90.88
3.2871,2.032,38.2533,8,1.6561,87.85
3.3197,2.0074,37.629,9,1.6197,85.92
3.3333,1.9949,37.3271,10,1.6047,85.12
3.336,1.9949,37.4024,11,1.6256,86.23
3.3499,1.9822,36.9957,12,1.5901,84.35
3.3521,1.9816,36.8578,13,1.5739,83.49
3.3644,1.9691,36.645,14,1.5711,83.34
3.3619,1.9749,37.0647,15,1.5898,84.33
3.3655,1.9682,37.6605,16,1.6257,86.24
3.3663,1.9815,38.3231,17,1.6524,87.65
3.3772,1.9616,37.0113,18,1.6144,85.64
3.3808,1.9544,36.4575,19,1.587,84.18
3.3799,1.9544,36.2458,20,1.5818,83.91
3.3335,2.008,38.8804,21,1.692,89.75
3.3523,1.9877,37.6866,22,1.6879,89.54
3.3591,1.9737,37.0289,23,1.6586,87.98
3.3667,1.9605,36.8483,24,1.642,87.1
3.3767,1.9469,36.7834,25,1.6382,86.9
3.3678,1.9592,37.1454,26,1.6423,87.12
3.3728,1.9526,37.4395,27,1.6513,87.59
3.374,1.952,37.2123,28,1.6327,86.61
3.3723,1.9444,36.8239,29,1.6261,86.26
3.3828,1.9307,36.4641,30,1.6079,85.29
3.3755,1.9435,36.7627,31,1.6125,85.54
3.381,1.937,37.1056,32,1.6218,86.03
3.385,1.9295,36.9245,33,1.6145,85.65
3.3816,1.9283,36.607,34,1.5954,84.63
3.3852,1.9211,36.5504,35,1.5877,84.22
3.3865,1.9206,36.5823,36,1.5812,83.88
3.3848,1.9282,38.0368,37,1.6128,85.56
3.3829,1.935,38.7607,38,1.62,85.93
3.3844,1.9342,38.2352,39,1.6099,85.4
3.3858,1.9189,37.2077,40,1.5771,83.66
3.3829,1.9178,36.916,41,1.5709,83.33
3.3669,1.9556,38.2723,42,1.6262,86.26
3.3716,1.9478,39.1034,43,1.6348,86.72
3.3833,1.9259,38.3381,44,1.6117,85.5
3.3541,2.0033,40.782,45,1.8851,100.0
3.3637,1.9793,38.524,46,1.6585,87.98
3.3669,1.9636,37.8419,47,1.6242,86.16
3.376,1.9413,37.4641,48,1.6042,85.1
3.3723,1.941,38.1105,49,1.608,85.3
3.3715,1.9483,39.0486,50,1.6257,86.24
3.3746,1.9408,38.8822,51,1.6176,85.81
3.3794,1.9251,38.1027,52,1.5973,84.73
3.3813,1.9172,37.9154,53,1.5876,84.22
3.3822,1.9091,37.9248,54,1.5803,83.83
3.3796,1.9161,38.347,55,1.583,83.97
3.3796,1.9163,39.3099,56,1.6027,85.02
3.3843,1.9085,38.965,57,1.5931,84.51
3.3823,1.8916,37.7214,58,1.5449,81.95
3.3815,1.8906,37.4586,59,1.5352,81.44
3.3826,1.8823,37.266,60,1.5253,80.91
3.3802,1.8906,38.7489,61,1.5559,82.54
3.3801,1.8981,39.6932,62,1.5648,83.01
3.3821,1.8896,38.9954,63,1.5519,82.32
3.3815,1.8727,37.747,64,1.5145,80.34
3.382,1.8643,37.5074,65,1.5052,79.85
3.3299,1.9594,38.8836,66,1.6058,85.18
3.3467,1.9438,39.7065,67,1.6249,86.2
3.3666,1.9208,38.6969,68,1.5898,84.33
3.3665,1.9034,37.9312,69,1.5552,82.5
3.3684,1.8953,37.6707,70,1.5398,81.68
3.3686,1.8863,37.4883,71,1.5293,81.12
3.3619,1.9022,39.0119,72,1.5477,82.1
3.3624,1.9026,39.9541,73,1.566,83.07
3.3685,1.8858,38.6292,74,1.5416,81.78
3.3635,1.8764,37.93,75,1.5176,80.5
3.3632,1.8755,37.6216,76,1.5075,79.97
3.3584,1.8746,37.7862,77,1.4955,79.33
3.3646,1.867,37.7805,78,1.4998,79.56
3.3647,1.858,37.4883,79,1.4907,79.08
3.3603,1.8652,37.8465,80,1.4801,78.51
3.3662,1.8566,37.5007,81,1.4676,77.85
3.369,1.8483,37.4677,82,1.473,78.14
3.3652,1.848,37.5982,83,1.4743,78.21
3.3619,1.8544,37.7014,84,1.4635,77.63
3.3637,1.8464,37.5346,85,1.4527,77.06
3.3591,1.8534,37.8439,86,1.4557,77.22
3.3652,1.8377,37.6224,87,1.4597,77.43
3.3586,1.8441,37.854,88,1.4487,76.85
3.3591,1.8441,38.4709,89,1.4667,77.8
3.3627,1.8445,39.0536,90,1.469,77.92
3.365,1.8447,39.4422,91,1.4711,78.04
3.3558,1.8422,38.23,92,1.4473,76.77
3.3539,1.8406,37.7581,93,1.4205,75.35
3.3605,1.8323,37.428,94,1.4241,75.55
3.3547,1.8406,38.5029,95,1.4413,76.45
3.3636,1.8327,38.8335,96,1.4449,76.65
3.357,1.8393,39.0522,97,1.454,77.13
3.3567,1.8297,38.0219,98,1.4226,75.46
3.3595,1.8209,37.7331,99,1.4102,74.81
3.3578,1.8286,37.8825,100,1.4145,75.03
3.3555,1.8372,39.0968,101,1.4314,75.93
3.3595,1.8378,39.8532,102,1.4515,77.0
3.3581,1.828,39.0462,103,1.423,75.49
3.3645,1.8096,37.8205,104,1.3963,74.07
3.3612,1.8092,37.7331,105,1.3979,74.15
3.3567,1.8167,38.0067,106,1.4011,74.33
3.359,1.8264,39.7846,107,1.4368,76.22
3.3607,1.8268,40.3594,108,1.437,76.23
3.3584,1.8244,39.401,109,1.4104,74.81
3.3625,1.8065,38.232,110,1.3826,73.34
3.3527,1.8133,38.1861,111,1.3699,72.67
3.3489,1.8127,38.7565,112,1.3786,73.13
3.4574,1.5629,39.2182,113,1.8036,95.67
3.3767,1.7979,39.0531,114,1.4234,75.51
3.3734,1.7963,38.4138,115,1.3946,73.98
3.3642,1.8033,38.469,116,1.3962,74.06
3.358,1.8108,38.51,117,1.385,73.47
3.3616,1.8013,38.4006,118,1.3715,72.75
3.3646,1.792,38.3904,119,1.3617,72.23
3.3609,1.7916,38.4136,120,1.3796,73.18
3.3572,1.7987,38.4402,121,1.3642,72.37
3.3651,1.7888,38.1871,122,1.3418,71.18
3.363,1.7888,38.1865,123,1.3552,71.89
3.3584,1.7886,38.5362,124,1.3404,71.1
3.3574,1.7964,38.5523,125,1.3594,72.11
3.3608,1.787,38.4555,126,1.3457,71.39
3.3595,1.7868,38.4538,127,1.3478,71.49
3.3525,1.7943,38.5957,128,1.3355,70.84
3.36,1.7787,39.8484,129,1.3532,71.78
3.3529,1.7964,40.8588,130,1.371,72.72
3.3433,1.8052,40.6457,131,1.3574,72.01
3.3305,1.8051,40.2282,132,1.3444,71.31
3.3209,1.8115,40.0601,133,1.3301,70.55
3.34,1.8025,40.0629,134,1.4034,74.44
3.366,1.7878,40.2624,135,1.3866,73.55
3.3457,1.7958,39.9974,136,1.3704,72.7
3.3463,1.7945,39.5741,137,1.3253,70.3
3.5025,1.3525,35.9833,138,0.844,44.77
3.2313,1.9259,45.3352,139,1.4615,77.53
3.3376,1.8473,40.6201,140,1.4151,75.07
3.3408,1.8445,39.684,141,1.3836,73.4
3.3451,1.8328,39.0472,142,1.3705,72.7
3.3571,1.8143,38.6686,143,1.3557,71.92
3.3515,1.8222,38.8415,144,1.3578,72.03
3.346,1.8307,39.0526,145,1.3609,72.19
3.351,1.821,38.7945,146,1.3496,71.59
3.3426,1.5682,38.5099,147,1.1889,63.07
3.3519,1.8878,40.1583,148,1.5041,79.79
3.3468,1.8761,39.4502,149,1.4899,79.03
3.3508,1.8659,38.941,150,1.4753,78.26
3.3557,1.8557,38.6665,151,1.4598,77.44
3.3533,1.8546,39.3364,152,1.4474,76.78
3.3556,1.8546,40.2125,153,1.4676,77.85
3.3638,1.8336,39.1544,154,1.4416,76.47
3.3571,1.8421,38.4723,155,1.4184,75.24
3.3611,1.8315,38.1028,156,1.4032,74.43
3.3674,1.8212,38.1396,157,1.3911,73.79
3.3717,1.8124,38.755,158,1.4086,74.72
3.3721,1.8216,39.1659,159,1.4138,75.0
3.3703,1.8209,39.0251,160,1.4125,74.93
3.3643,1.818,38.3251,161,1.3832,73.37
3.372,1.7986,37.8782,162,1.3646,72.39
3.3622,1.8064,37.9058,163,1.3698,72.66
3.3636,1.8174,39.1224,164,1.3868,73.56
3.3704,1.8069,39.392,165,1.3919,73.83
3.3757,1.7968,38.8056,166,1.3772,73.05
3.3666,1.8044,38.2952,167,1.36,72.14
3.3707,1.7868,39.4821,168,1.3798,73.19
3.3684,1.8055,38.2242,169,1.3631,72.31
3.3606,1.8138,38.2122,170,1.3652,72.42
3.3664,1.8029,38.0373,171,1.3499,71.61
3.361,1.8117,38.0875,172,1.353,71.77
3.3597,1.8112,38.3712,173,1.3536,71.8
3.3608,1.7996,38.215,174,1.3432,71.25
3.3646,1.8,38.0684,175,1.3412,71.15
3.3705,1.7893,37.9876,176,1.3277,70.43
3.3647,1.798,38.3557,177,1.3298,70.54
3.3725,1.7871,38.5877,178,1.3356,70.85
3.3683,1.7864,37.8495,179,1.3177,69.9
3.3688,1.7963,37.8189,180,1.3176,69.89
3.3644,1.8053,37.9898,181,1.3185,69.94
3.36,1.8145,38.1105,182,1.3215,70.1
3.3697,1.7941,38.1587,183,1.3047,69.21
